MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,Label
1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505659025,0,1,1505659025,0,1,1505659025,0,1,1505659025,0,1,1505659025,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0
1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,1505659026,0,1,1505659026,0,1,1505659026,0,1,1505659026,0,1,1505659026,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0
1.000008223,89.99983554,0.003289099,1.000889231,89.98223118,0.355060571,1.096162297,88.24547337,32.01216896,1.791225878,81.16553766,98.64152196,1.976854875,80.11708055,99.98629215,1.000008223,89.99983554,0.003289099,1.000889231,89.98223118,0.355060571,1.096162297,88.24547337,32.01216896,1.791225878,81.16553766,98.64152196,1.976854875,80.11708055,99.98629215,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,1505659030,0,1,1505659030,0,1,1505659030,0,1,1505659030,0,1,1505659030,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0
1,322,0,1,322,0,1,322,0,1,322,0,1,322,0,1,322,0,1,322,2.20E-09,1.00032623,322.0179852,3.43140195,3.897733256,380.5595656,9451.090408,11.16356172,380.08776,8487.485312,1,322,0,322,0,0,0,1,322,4.69E-05,322,2.20E-09,0,0,1.00032623,322.0179852,1.85240437,322.0179852,3.43140195,0,0,3.897733256,380.5595656,97.21671877,380.5595656,9451.090408,0,0,11.16356172,380.08776,92.12754915,380.08776,8487.485312,0,0,1,14.10634589,0,1,14.10634589,1.92E-10,1.00032623,14.10385952,0.228637205,3.897733256,13.17719869,901.7842237,11.16356172,19.5028359,2588.858503,1,322,0,322,0,0,0,1,322,4.69E-05,322,2.20E-09,0,0,1.00032623,322.0179852,1.85240437,322.0179852,3.43140195,0,0,3.897733256,380.5595656,97.21671877,380.5595656,9451.090408,0,0,11.16356172,380.08776,92.12754915,380.08776,8487.485312,0,0
1.784844939,328.7232731,35.47687599,1.864709673,328.4353181,35.81049811,1.952701332,328.145333,35.97887831,1.995166338,328.0145361,35.9997887,1.999515579,328.0014536,35.99999789,1.784844939,328.7232731,35.47687599,1.864709673,328.4353181,35.81049811,1.953012132,328.1531313,37.54581607,4.87889293,371.0165061,7867.202818,12.15815385,376.2970727,7949.730316,1.784844939,328.7232731,5.956246804,328.7232731,35.47687599,0,0,1.864709673,328.4353181,5.984187339,328.4353181,35.81049811,0,0,1.953012132,328.1531313,6.127464081,328.1531313,37.54581607,0,0,4.87889293,371.0165061,88.69725372,371.0165061,7867.202818,0,0,12.15815385,376.2970727,89.16126017,376.2970727,7949.730316,0,0,1.784844939,6.242109903,48.53968309,1.864709673,6.578931836,48.99614695,1.953012132,6.918059084,49.32104335,4.87889293,10.4906682,744.946144,12.15815385,17.90449029,2404.43246,1.784844939,328.7232731,5.956246804,328.7232731,35.47687599,0,0,1.864709673,328.4353181,5.984187339,328.4353181,35.81049811,0,0,1.953012132,328.1531313,6.127464081,328.1531313,37.54581607,0,0,4.87889293,371.0165061,88.69725372,371.0165061,7867.202818,0,0,12.15815385,376.2970727,89.16126017,376.2970727,7949.730316,0,0
1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0,1,304,0,304,0,0,0
1.742503564,163.971592,14558.97651,1.836409825,171.1320548,14765.88777,1.942192642,178.368796,14870.81436,1.994063141,181.6367734,14883.86807,1.999404722,181.9636772,14883.99868,1.742503564,163.971592,14558.97651,1.836409825,171.1320548,14765.88777,1.942192642,178.368796,14870.81436,1.994063141,181.6367734,14883.86807,1.999404722,181.9636772,14883.99868,1,60,0,523.7836764,32068.92715,0,0,1,60,0,482.0588408,46720.95738,0,0,1,60,0,437.1695959,58553.95162,0,0,1,60,0,419.4642416,62097.81953,0,0,1,60,0,417.8436763,62390.37677,0,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,1505659036,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0
2.63258345,129.0357225,11021.26897,2.765999744,135.2925523,11695.90664,2.917046501,141.9042433,12321.9403,2.991466202,144.9869281,12583.38519,2.99914418,145.2986586,12608.74673,2.63258345,129.0357225,11021.26897,2.765999744,135.2925523,11695.90664,2.917046501,141.9042433,12321.9403,2.991466202,144.9869281,12583.38519,2.99914418,145.2986586,12608.74673,1.936918285,66.1954085,5.996817116,92.32144588,2288.863993,-16.44977504,-0.057339773,1.961658841,66.11727164,5.998853837,114.2649958,16490.70427,-125.0285865,-0.162301284,1.987052705,66.03909497,5.999872631,244.4935098,62197.89873,-536.2133941,-0.358350329,1.998697665,66.00390955,5.999998726,324.6841499,70174.66334,-547.0857347,-0.344202557,1.99986969,66.00039096,5.999999987,330.9621546,70224.53932,-531.8454113,-0.334495089,1.936918285,728311303.7,5.66E+17,1.961658841,738115259,5.67E+17,1.987052705,747924209.7,5.67E+17,1.998697665,752338980.2,5.67E+17,1.99986969,752780464.2,5.67E+17,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0
3.164763692,114.8053638,7977.146851,3.459626394,120.4665143,8855.875687,3.805104352,126.6867255,9733.260237,3.979783201,129.6627446,10121.30267,3.997970817,129.9662159,10159.73452,3.164763692,114.8053638,7977.146851,3.459626394,120.4665143,8855.875687,3.805104352,126.6867255,9733.260237,3.979783201,129.6627446,10121.30267,3.997970817,129.9662159,10159.73452,2.592720784,73.06255424,9.8590339,97.36300168,2290.644685,-31.31925929,-0.066403953,2.744377552,72.63340436,9.8457999,118.1550129,16490.94993,-256.7541539,-0.203070757,2.910799224,72.20953259,9.817515116,246.2318641,62197.96299,-1241.101089,-0.506894709,2.990891865,72.02087414,9.800072574,325.9605611,70174.71982,-1390.661718,-0.53567585,2.999087276,72.0020866,9.798171895,332.2110725,70224.59572,-1366.02321,-0.526100365,2.592720784,447405119,4.73E+17,2.744377552,469159823.7,4.86E+17,2.910799224,490976151.1,4.98E+17,2.990891865,500795623.2,5.03E+17,2.999087276,501777277.3,5.04E+17,1,84,0,84,0,0,0,1,84,0,84,0,0,0,1,84,0,84,0,0,0,1,84,0,84,0,0,0,1,84,0,84,0,0,0
3.469009312,102.4660012,6053.531782,3.980835885,108.2915551,7073.096714,4.620786018,114.8517854,8134.000634,4.960071646,118.0373592,8615.948973,4.995986226,118.3636587,8664.09215,3.469009312,102.4660012,6053.531782,3.980835885,108.2915551,7073.096714,4.620786018,114.8517854,8134.000634,4.960071646,118.0373592,8615.948973,4.995986226,118.3636587,8664.09215,3.022726618,72.71103246,8.080464908,125.2261485,1857.840278,65.10422899,0.186983315,3.364572979,72.44514738,8.259035491,132.9709784,7843.234204,-80.19594328,-0.109643701,3.769800814,72.15395072,8.415751103,208.6690981,42197.51573,-1043.733734,-0.603745215,3.976078211,72.01562421,8.478602024,285.8208356,61170.5894,-1474.950487,-0.703367032,3.997598531,72.00156464,8.484616202,293.5013421,62333.08399,-1482.118464,-0.699667262,3.022726618,299391363.3,3.61E+17,3.364572979,329718704,3.88E+17,3.769800814,360736869.1,4.13E+17,3.976078211,374843467.2,4.24E+17,3.997598531,376257600.1,4.25E+17,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0,1,72,0,72,0,0,0
